"Id","EducationId","RaceId","GenderId","Income","Children","EmploymentId","PoliticsId","ReligionId","Marriage","GenderPart","RacePart","ReligionPart","AgePart","PoliticsPart","EducationPart","AgeFirstMeet","AgeRomRel","EarnedMore","Work","School","Church","Internet","Vacation","Bar","Gym","PrivParty","OtherPlace","Quality","Duration","Together","AGeId","SameSex","age_difference"
"2422533","bachelor's degree or higher","white","male","80.0","1","working - as a paid employee","democrat","christian","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","44","democrat","bachelor's degree or higher ","53","53","i earned more","no","no","no","no","no","yes","no","no","no","good","0","broke up","53","different sex couple","9"
"2463495","some college","black","male","27.5","1","working - as a paid employee","democrat","baptist","not married","male","black","baptist","46","democrat","less than high school","40","41","i earned more","no","no","no","no","no","yes","no","no","no","fair","8","broke up","49","different sex couple","3"
"2528285","bachelor's degree or higher","white","female","45.0","1","working - as a paid employee","democrat","christian","not married","male","white","christian","29","democrat","bachelor's degree or higher ","28","28","partner earned more","no","no","no","no","no","no","no","yes","no","good","0","broke up","28","different sex couple","1"
"2543495","bachelor's degree or higher","black","male","80.0","1","working - as a paid employee","democrat","christian","not married","female","black","christian","52","other","high school","25","47","partner earned more","no","no","no","no","no","no","no","no","yes","good","2","broke up","49","different sex couple","3"
"2598385","high school","white","male","22.5","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","33","democrat","some college","35","35","same amount","no","no","no","no","no","no","yes","yes","no","good","0","broke up","38","different sex couple","5"
"2600415","bachelor's degree or higher","white","male","67.5","1","working - as a paid employee","democrat","christian","not married","male","white","christian","40","democrat","high school","39","39","i earned more","no","no","no","yes","no","no","no","no","no","excellent","2","broke up","41","same-sex couple","1"
"2624575","bachelor's degree or higher","hispanic","male","67.5","2","working - as a paid employee","democrat","christian","not married","male","black","christian","42","other","high school","54","54","i earned more","no","no","no","no","no","no","no","yes","no","fair","2","broke up","57","same-sex couple","15"
"2630582","less than high school","black","female","45.0","2","working - as a paid employee","democrat","baptist","not married","male","black","baptist","60","democrat","less than high school","12","14","partner earned more","no","no","no","no","no","no","no","no","yes","good","44","broke up","58","different sex couple","2"
"2645415","some college","other","male","32.5","1","working - as a paid employee","democrat","none","not married","female","2+ races","christian","35","democrat","high school","36","40","i earned more","no","no","no","no","no","no","no","yes","no","good","2","broke up","41","different sex couple","6"
"2687386","some college","black","male","67.5","1","disabled","democrat","baptist","not married","female","black","baptist","43","democrat","high school","24","34","i earned more","yes","no","no","no","no","no","no","no","no","good","4","broke up","38","different sex couple","5"
"2732375","high school","black","female","17.5","3","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","black","none","45","democrat","less than high school","35","35","i earned more","no","no","no","no","no","yes","no","no","no","fair","2","broke up","37","different sex couple","8"
"2740543","less than high school","white","female","67.5","4 or more","working - as a paid employee","republican","christian","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","54","other","some college","23","23","partner earned more","no","no","no","no","no","no","yes","no","no","good","31","broke up","54","different sex couple","0"
"2746506","some college","black","female","55.0","2","working - as a paid employee","democrat","baptist","not married","male","black","baptist","45","democrat","some college","45","45","i earned more","no","no","no","no","no","no","no","no","yes","good","5","broke up","50","different sex couple","5"
"2926403","high school","white","female","137.5","3","working - as a paid employee","republican","baptist","not married","male","white","christian","31","other","bachelor's degree or higher ","38","39","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","2","broke up","40","different sex couple","9"
"2928503","bachelor's degree or higher","black","male","112.5","2","working - as a paid employee","republican","baptist","not married","female","white","christian","48","democrat","some college","40","47","same amount","yes","no","no","no","no","no","no","no","no","fair","2","broke up","50","different sex couple","2"
"2971315","bachelor's degree or higher","hispanic","male","55.0","3","working - as a paid employee","democrat","christian","not married","female","white","christian","34","republican","some college","28","30","partner earned more","no","no","yes","no","no","no","no","no","no","good","1","broke up","31","different sex couple","3"
"2973265","bachelor's degree or higher","other","female","187.5","4 or more","working - as a paid employee","democrat","jewish","not married","male","white","jewish","28","democrat","bachelor's degree or higher ","12","12","i earned more","no","no","no","no","no","no","no","no","yes","fair","14","broke up","26","different sex couple","2"
"2979633","some college","white","female","11.2","1","disabled","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","72","democrat","bachelor's degree or higher ","62","63","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","1","broke up","63","different sex couple","9"
"2983365","bachelor's degree or higher","hispanic","female","45.0","1","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","other","christian","28","democrat","high school","35","35","i earned more","no","no","no","no","no","no","no","no","yes","fair","1","broke up","36","different sex couple","8"
"2991315","high school","other","female","55.0","3","working - as a paid employee","republican","pentecostal","not married","male","white","none","32","other","high school","27","27","partner earned more","no","no","no","no","no","no","no","no","yes","fair","4","broke up","31","different sex couple","1"
"3004285","bachelor's degree or higher","white","male","55.0","1","working - as a paid employee","democrat","christian","not married","female","white","christian","32","republican","some college","26","28","i earned more","no","no","yes","no","no","no","no","no","no","fair","0","broke up","28","different sex couple","4"
"3035195","some college","white","male","112.5","4 or more","working - as a paid employee","republican","christian","not married","female","white","christian","19","other","some college","18","19","same amount","no","yes","no","no","no","no","no","no","no","good","0","broke up","19","different sex couple","0"
"3044225","some college","white","female","162.5","4 or more","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","baptist","25","other","bachelor's degree or higher ","20","20","partner earned more","no","no","yes","no","no","no","no","yes","no","fair","2","broke up","22","different sex couple","3"
"3062505","some college","hispanic","female","67.5","2","working - as a paid employee","democrat","christian","not married","female","white","christian","37","democrat","some college","50","50","same amount","no","no","no","yes","no","no","no","no","no","fair","1","broke up","50","same-sex couple","13"
"3077584","high school","white","female","37.5","1","working - as a paid employee","republican","christian","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","58","democrat","high school","19","19","i earned more","yes","no","no","no","no","no","no","no","no","poor","39","broke up","58","different sex couple","0"
"3100236","less than high school","hispanic","female","92.5","4 or more","not working","republican","none","not married","male","white","none","29","republican","high school","21","21","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","4","broke up","23","different sex couple","6"
"3124406","high school","white","male","55.0","1","working - as a paid employee","democrat","christian","not married","female","white","none","33","other","high school","33","33","i earned more","yes","no","no","no","no","no","no","no","no","fair","7","broke up","40","different sex couple","7"
"3230225","some college","white","male","67.5","4 or more","working - as a paid employee","republican","none","not married","female","white","christian","23","other","bachelor's degree or higher ","21","22","i earned more","no","yes","no","no","no","no","no","no","no","excellent","0","broke up","22","different sex couple","1"
"3251692","high school","white","female","32.5","1","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","baptist","69","other","some college","68","69","same amount","no","no","no","no","no","no","no","no","yes","fair","1","broke up","69","different sex couple","0"
"3253415","high school","white","male","67.5","3","working - as a paid employee","republican","christian","not married","female","white","christian","50","republican","high school","26","36","i earned more","yes","no","no","no","no","no","no","no","no","excellent","5","broke up","41","different sex couple","9"
"3280562","less than high school","white","female","17.5","1","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","none","50","other","some college","56","56","partner earned more","no","no","no","no","no","no","no","no","yes","good","0","broke up","56","different sex couple","6"
"3304235","high school","white","male","55.0","4 or more","not working","republican","christian","not married","female","other","baptist","21","republican","some college","21","21","i earned more","no","no","no","no","no","no","no","yes","no","good","2","broke up","23","different sex couple","2"
"3333215","some college","white","female","55.0","3","working - as a paid employee","democrat","christian","not married","female","black","christian","19","democrat","some college","NA","21","i earned more","no","no","no","yes","no","no","no","no","no","fair","0","broke up","21","same-sex couple","2"
"3391295","bachelor's degree or higher","white","female","32.5","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","29","republican","some college","29","29","same amount","no","no","no","no","no","no","no","no","yes","excellent","0","broke up","29","different sex couple","0"
"3410265","high school","black","male","67.5","4 or more","disabled","democrat","christian","married","female","black","christian","27","democrat","bachelor's degree or higher ","22","23","same amount","no","no","no","no","no","no","no","no","yes","excellent","4","broke up","26","different sex couple","1"
"3446513","high school","white","female","22.5","4 or more","working - as a paid employee","democrat","none","not married","female","white","none","59","other","bachelor's degree or higher ","36","37","partner earned more","no","no","no","no","no","no","yes","no","no","fair","14","broke up","51","same-sex couple","8"
"3476445","bachelor's degree or higher","white","male","55.0","1","working - as a paid employee","republican","christian","not married","male","white","christian","42","democrat","high school","42","42","i earned more","no","no","no","no","no","no","no","no","yes","good","2","broke up","44","same-sex couple","2"
"3517255","bachelor's degree or higher","white","male","162.5","3","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","22","other","bachelor's degree or higher ","20","20","i earned more","no","yes","no","no","no","no","no","no","no","fair","5","broke up","25","different sex couple","3"
"3518553","bachelor's degree or higher","white","male","37.5","1","retired","republican","none","married","female","white","none","57","other","bachelor's degree or higher ","25","25","i earned more","no","yes","no","no","no","no","no","no","no","good","30","broke up","55","different sex couple","2"
"3520375","bachelor's degree or higher","white","female","45.0","1","working - as a paid employee","democrat","christian","not married","male","white","jewish","48","democrat","bachelor's degree or higher ","35","35","i earned more","no","no","no","yes","no","no","no","no","no","good","2","broke up","37","different sex couple","11"
"3526335","high school","white","female","17.5","1","working - as a paid employee","democrat","none","not married","male","white","none","28","democrat","high school","32","32","i earned more","no","no","no","no","no","no","no","no","yes","excellent","0","broke up","33","different sex couple","5"
"3536365","some college","2+ races","female","37.5","4 or more","working - as a paid employee","democrat","christian","not married","male","black","none","34","other","high school","35","36","same amount","no","no","no","no","no","no","no","no","yes","fair","0","broke up","36","different sex couple","2"
"3547415","bachelor's degree or higher","2+ races","female","80.0","1","working - as a paid employee","democrat","none","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","45","republican","bachelor's degree or higher ","41","41","same amount","no","no","no","no","no","yes","yes","no","yes","excellent","1","broke up","41","different sex couple","4"
"3549425","bachelor's degree or higher","white","male","67.5","1","working - as a paid employee","democrat","baptist","not married","male","white","christian","46","other","bachelor's degree or higher ","42","42","same amount","no","no","no","yes","no","no","no","no","no","good","0","broke up","42","same-sex couple","4"
"3555205","high school","hispanic","male","137.5","4 or more","working - as a paid employee","democrat","christian","not married","female","other","none","18","other","less than high school","20","20","i earned more","no","no","no","no","no","no","no","no","yes","excellent","0","broke up","20","different sex couple","2"
"3584485","less than high school","white","female","2.5","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","48","other","less than high school","41","43","i earned more","no","no","no","no","no","no","no","no","yes","excellent","5","broke up","48","same-sex couple","0"
"3586365","bachelor's degree or higher","black","female","45.0","1","working - as a paid employee","democrat","baptist","not married","female","white","christian","24","other","bachelor's degree or higher ","34","35","i earned more","no","no","no","no","no","yes","no","no","yes","good","1","broke up","36","same-sex couple","12"
"3632653","high school","white","female","22.5","2","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","67","other","some college","16","17","partner earned more","no","no","no","no","no","no","no","no","yes","good","48","broke up","65","different sex couple","2"
"3666235","high school","white","female","55.0","4 or more","working - as a paid employee","republican","christian","not married","male","white","none","33","other","high school","22","22","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","0","broke up","23","different sex couple","10"
"3710375","some college","black","female","17.5","2","not working","democrat","baptist","not married","female","black","baptist","26","democrat","bachelor's degree or higher ","33","33","partner earned more","no","no","no","no","no","no","no","no","yes","fair","4","broke up","37","same-sex couple","11"
"3715435","some college","white","female","92.5","1","working - as a paid employee","democrat","none","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","49","other","less than high school","41","41","i earned more","no","no","no","no","no","no","no","no","yes","poor","2","broke up","43","same-sex couple","6"
"3725655","bachelor's degree or higher","white","male","55.0","1","working - self-employed","democrat","none","not married","male","white","none","45","democrat","bachelor's degree or higher ","54","59","i earned more","no","no","no","no","no","no","yes","no","no","good","6","broke up","65","same-sex couple","20"
"3763501","some college","white","female","17.5","1","working - as a paid employee","democrat","none","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","43","democrat","bachelor's degree or higher ","28","48","i earned more","no","no","no","no","no","no","no","no","yes","excellent","1","broke up","50","same-sex couple","7"
"3800361","some college","white","female","67.5","1","working - as a paid employee","republican","christian","married","female","white","christian","47","other","high school","33","33","i earned more","yes","no","no","no","no","no","no","no","no","excellent","4","broke up","36","same-sex couple","11"
"3872275","less than high school","white","female","27.5","3","disabled","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","other","christian","43","democrat","high school","15","15","partner earned more","no","no","no","no","no","no","no","no","yes","fair","12","broke up","27","different sex couple","16"
"3906365","bachelor's degree or higher","white","female","162.5","2","working - as a paid employee","democrat","christian","not married","female","white","christian","24","democrat","bachelor's degree or higher ","34","35","i earned more","no","no","no","no","no","yes","no","no","no","good","1","broke up","36","same-sex couple","12"
"3925435","bachelor's degree or higher","white","female","92.5","3","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","christian","48","democrat","less than high school","41","41","i earned more","no","no","no","yes","no","no","yes","no","no","good","2","broke up","43","same-sex couple","5"
"3935335","bachelor's degree or higher","white","male","67.5","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","other","none","40","democrat","some college","32","32","i earned more","no","no","no","no","no","no","no","yes","no","good","2","broke up","33","same-sex couple","7"
"3946295","bachelor's degree or higher","white","male","187.5","3","not working","democrat","jewish","not married","female","white","none","28","other","bachelor's degree or higher ","29","29","i earned more","no","no","no","no","no","no","no","no","yes","good","0","broke up","29","different sex couple","1"
"3957226","some college","white","female","67.5","3","working - as a paid employee","democrat","baptist","not married","female","white","none","23","democrat","some college","20","20","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","2","broke up","22","same-sex couple","1"
"3959235","high school","white","female","80.0","4 or more","not working","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","2+ races","christian","28","other","high school","21","23","partner earned more","no","no","no","no","no","yes","no","no","no","good","2","broke up","23","different sex couple","5"
"3982235","some college","hispanic","male","32.5","4 or more","not working","democrat","none","not married","male","other","christian","24","democrat","less than high school","22","22","i earned more","no","no","no","no","no","no","yes","no","no","fair","0","broke up","23","same-sex couple","1"
"3999403","high school","black","female","17.5","1","working - as a paid employee","democrat","christian","not married","male","black","christian","47","democrat","some college","39","39","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","2","broke up","40","different sex couple","7"
"4043671","some college","black","male","67.5","3","retired","democrat","christian","married","female","black","baptist","44","democrat","bachelor's degree or higher ","55","55","i earned more","no","no","no","no","no","no","no","no","yes","good","12","broke up","67","different sex couple","23"
"4045235","high school","white","female","55.0","4 or more","working - as a paid employee","democrat","christian","not married","female","white","christian","22","democrat","some college","21","22","i earned more","no","no","no","no","no","no","no","no","yes","excellent","2","broke up","23","same-sex couple","1"
"4052346","high school","hispanic","male","22.5","2","working - as a paid employee","democrat","christian","not married","male","white","none","25","democrat","high school","33","33","same amount","no","no","no","yes","no","no","no","no","no","good","0","broke up","34","same-sex couple","9"
"4071353","bachelor's degree or higher","white","female","112.5","3","working - as a paid employee","democrat","none","married","male","white","christian","37","democrat","bachelor's degree or higher ","17","18","partner earned more","no","yes","no","no","no","no","no","no","no","good","17","broke up","35","different sex couple","2"
"4077433","some college","2+ races","female","45.0","4 or more","working - as a paid employee","republican","christian","not married","male","white","none","36","other","bachelor's degree or higher ","41","43","partner earned more","no","no","no","no","no","yes","no","no","no","good","0","broke up","43","different sex couple","7"
"4086476","some college","white","male","55.0","2","working - as a paid employee","democrat","none","not married","male","white","none","75","democrat","bachelor's degree or higher ","23","27","i earned more","yes","no","no","no","no","no","no","no","no","good","20","broke up","47","same-sex couple","28"
"4092313","bachelor's degree or higher","white","male","112.5","1","working - as a paid employee","democrat","jewish","not married","female","white","none","25","democrat","bachelor's degree or higher ","31","31","i earned more","no","no","no","no","no","no","no","yes","no","good","0","broke up","31","different sex couple","6"
"4103576","some college","white","male","55.0","1","working - as a paid employee","democrat","christian","not married","male","2+ races","none","49","democrat","bachelor's degree or higher ","48","48","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","9","broke up","57","same-sex couple","8"
"4131553","high school","white","male","45.0","4 or more","disabled","democrat","christian","not married","female","white","christian","55","republican","some college","16","16","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","39","broke up","55","different sex couple","0"
"4135235","less than high school","black","female","17.5","4 or more","disabled","democrat","pentecostal","not married","male","black","none","28","other","high school","23","23","same amount","no","no","no","yes","no","no","no","no","no","fair","0","broke up","23","different sex couple","5"
"4154401","high school","white","female","55.0","3","working - as a paid employee","democrat","christian","not married","male","white","christian","42","democrat","bachelor's degree or higher ","40","40","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","0","broke up","40","different sex couple","2"
"4170295","some college","hispanic","male","37.5","4 or more","working - as a paid employee","democrat","christian","not married","female","other","christian","21","other","some college","26","26","same amount","no","no","no","no","no","no","no","no","yes","good","2","broke up","29","different sex couple","8"
"4194511","bachelor's degree or higher","white","female","137.5","2","working - as a paid employee","republican","christian","married","male","white","christian","50","other","some college","42","42","i earned more","no","no","no","no","no","yes","no","no","no","good","9","broke up","51","different sex couple","1"
"4222515","high school","white","male","27.5","3","not working","republican","baptist","not married","female","white","pentecostal","44","republican","some college","48","49","partner earned more","no","no","no","no","no","no","no","no","yes","good","2","broke up","51","different sex couple","7"
"4258275","some college","black","male","22.5","4 or more","not working","democrat","none","not married","female","other","none","22","democrat","bachelor's degree or higher ","27","27","partner earned more","no","no","no","no","no","yes","no","no","no","fair","0","broke up","27","different sex couple","5"
"4277553","some college","white","male","11.2","1","working - as a paid employee","democrat","none","not married","female","white","none","31","other","high school","49","49","same amount","yes","no","no","no","no","no","no","no","no","fair","6","broke up","55","different sex couple","24"
"4285395","high school","white","male","11.2","1","disabled","democrat","christian","not married","female","white","christian","36","democrat","high school","32","32","same amount","no","no","no","no","no","no","no","no","yes","fair","7","broke up","39","different sex couple","3"
"4432576","some college","2+ races","female","13.7","1","disabled","democrat","christian","not married","female","white","christian","40","other","bachelor's degree or higher ","35","37","i earned more","refused","refused","refused","refused","refused","refused","refused","refused","refused","poor","20","broke up","57","same-sex couple","17"
"4444421","some college","white","female","92.5","4 or more","working - self-employed","republican","christian","not married","male","white","christian","39","other","some college","42","42","partner earned more","yes","no","no","no","no","no","no","no","no","good","0","broke up","42","different sex couple","3"
"4451663","some college","2+ races","male","45.0","1","working - as a paid employee","democrat","christian","not married","female","black","baptist","52","democrat","less than high school","NA","63","i earned more","no","no","yes","no","no","no","no","no","no","good","2","broke up","66","different sex couple","14"
"4469225","some college","white","male","37.5","3","working - as a paid employee","democrat","none","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","21","democrat","some college","22","22","same amount","no","no","no","no","no","no","no","yes","no","fair","0","broke up","22","different sex couple","1"
"4533583","bachelor's degree or higher","white","male","67.5","1","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","christian","60","democrat","bachelor's degree or higher ","56","56","same amount","no","no","no","no","no","no","no","no","yes","excellent","2","broke up","58","different sex couple","2"
"4540205","some college","hispanic","male","32.5","4 or more","not working","democrat","none","not married","female","white","christian","19","democrat","some college","14","20","partner earned more","no","yes","no","no","no","no","no","no","no","good","0","broke up","20","different sex couple","1"
"4544235","some college","white","male","92.5","3","working - as a paid employee","republican","mormon","not married","female","white","mormon","18","democrat","less than high school","23","23","i earned more","no","no","yes","no","no","no","no","no","no","poor","0","broke up","23","different sex couple","5"
"4571335","bachelor's degree or higher","white","female","45.0","2","working - as a paid employee","democrat","none","not married","male","white","none","34","democrat","high school","32","32","i earned more","no","no","no","no","no","yes","no","no","no","good","2","broke up","33","different sex couple","1"
"4598275","bachelor's degree or higher","white","female","22.5","1","disabled","democrat","christian","not married","male","white","none","31","democrat","bachelor's degree or higher ","26","26","partner earned more","no","no","no","no","no","no","no","yes","no","good","0","broke up","27","different sex couple","4"
"4608683","high school","white","female","32.5","1","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","58","other","bachelor's degree or higher ","57","57","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","11","broke up","68","different sex couple","10"
"4617335","some college","black","male","45.0","4 or more","working - as a paid employee","democrat","baptist","not married","female","black","baptist","33","democrat","bachelor's degree or higher ","25","25","same amount","yes","no","no","no","no","no","no","no","no","good","8","broke up","33","different sex couple","0"
"46746","bachelor's degree or higher","white","male","79.9995","2","retired","democrat","none","married","male","white","christian","61","democrat","bachelor's degree or higher","31","31","i earned more","no","no","no","no","no","no","no","no","yes","excellent","43","still together","74","same-sex couple","13"
"58295","bachelor's degree or higher","white","female","44.9995","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","34","republican","bachelor's degree or higher","26","26","i earned more","no","no","no","no","no","yes","no","no","no","excellent","4","still together","29","different sex couple","5"
"64331","high school","hispanic","male","54.9995","3","working - as a paid employee","democrat","christian","married","female","white","christian","42","other","less than high school","26","26","partner earned more","no","no","no","yes","no","no","no","no","no","excellent","7","still together","33","different sex couple","9"
"77256","bachelor's degree or higher","white","female","79.9995","4 or more","working - as a paid employee","democrat","christian","married","male","white","christian","33","democrat","bachelor's degree or higher","20","20","same amount","yes","no","no","no","no","no","no","no","no","excellent","5","still together","25","different sex couple","8"
"86591","some college","white","female","17.4995","2","working - as a paid employee","democrat","baptist","married","male","white","baptist","52","democrat","bachelor's degree or higher","40","40","i earned more","no","no","yes","no","no","no","no","no","no","excellent","19","still together","59","different sex couple","7"
"114276","bachelor's degree or higher","white","female","67.4995","2","working - as a paid employee","republican","christian","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","29","republican","bachelor's degree or higher","21","22","partner earned more","yes","yes","no","no","no","no","no","no","no","excellent","5","still together","27","different sex couple","2"
"116271","some college","white","male","54.9995","4 or more","working - as a paid employee","democrat","christian","married","female","white","christian","30","other","high school","20","20","i earned more","no","no","no","no","no","no","no","no","yes","excellent","7","still together","27","different sex couple","3"
"151506","bachelor's degree or higher","2+ races","female","137.4995","3","working - self-employed","republican","none","married","male","white","none","33","other","some college","40","40","i earned more","yes","no","no","no","no","no","no","no","no","excellent","10","still together","50","different sex couple","17"
"158261","some college","white","female","112.4995","3","not working","democrat","christian","married","male","white","none","29","democrat","bachelor's degree or higher","18","18","partner earned more","no","no","no","yes","no","no","no","no","no","excellent","8","still together","26","different sex couple","3"
"179461","high school","white","male","137.4995","2","working - as a paid employee","republican","none","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","44","other","some college","24","24","i earned more","yes","no","no","no","no","no","no","no","no","good","22","still together","46","different sex couple","2"
"192341","high school","white","male","37.4995","4 or more","working - as a paid employee","republican","none","married","female","white","baptist","33","republican","high school","23","23","i earned more","no","no","no","no","no","no","no","yes","no","good","11","still together","34","different sex couple","1"
"218426","bachelor's degree or higher","white","female","92.4995","1","working - as a paid employee","democrat","none","not married","female","white","none","43","democrat","bachelor's degree or higher","42","42","i earned more","no","no","no","no","no","no","no","no","yes","excellent","0","still together","42","same-sex couple","1"
"219265","some college","white","male","92.4995","2","working - as a paid employee","republican","christian","not married","female","white","christian","25","other","bachelor's degree or higher","14","14","i earned more","no","no","no","no","no","no","no","no","yes","excellent","12","still together","26","different sex couple","1"
"224425","high school","white","male","22.4995","4 or more","working - self-employed","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","39","other","high school","20","20","i earned more","no","no","no","no","no","no","no","no","yes","good","22","still together","42","different sex couple","3"
"245671","bachelor's degree or higher","white","female","54.9995","2","retired","democrat","christian","married","male","white","christian","74","democrat","high school","22","22","same amount","no","no","no","no","no","no","no","no","yes","good","45","still together","67","different sex couple","7"
"254236","some college","2+ races","female","92.4995","2","working - as a paid employee","democrat","christian","not married","male","white","christian","23","republican","some college","18","18","partner earned more","no","yes","no","no","no","no","no","no","yes","excellent","5","still together","23","different sex couple","0"
"259495","bachelor's degree or higher","white","male","67.4995","1","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","48","other","some college","45","45","partner earned more","no","no","no","yes","no","no","no","no","no","excellent","4","still together","49","same-sex couple","1"
"273651","high school","hispanic","male","27.4995","2","retired","republican","christian","married","female","white","christian","60","republican","high school","34","34","same amount","no","no","no","no","no","yes","no","no","no","excellent","31","still together","65","different sex couple","5"
"279534","less than high school","black","female","13.7495","1","disabled","democrat","christian","married","male","black","christian","50","democrat","bachelor's degree or higher","40","41","i earned more","yes","no","no","no","no","no","no","no","no","fair","12","still together","53","different sex couple","3"
"306336","high school","white","female","67.4995","2","disabled","other","none","married","male","white","none","41","other","high school","21","22","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","11","still together","33","different sex couple","8"
"309276","bachelor's degree or higher","white","female","54.9995","4 or more","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","35","other","some college","25","26","same amount","no","no","no","no","no","yes","no","no","no","good","2","still together","27","different sex couple","8"
"352336","bachelor's degree or higher","white","female","112.4995","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","christian","34","other","some college","11","18","i earned more","no","no","yes","no","no","no","no","no","no","excellent","15","still together","33","same-sex couple","1"
"378221","some college","white","female","44.9995","2","working - as a paid employee","republican","christian","married","male","white","christian","23","republican","bachelor's degree or higher","20","20","partner earned more","no","no","no","yes","no","no","no","no","no","excellent","2","still together","22","different sex couple","1"
"437831","bachelor's degree or higher","white","male","137.4995","2","retired","other","christian","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","73","republican","bachelor's degree or higher","47","47","same amount","no","no","no","no","no","no","no","yes","no","excellent","36","still together","83","different sex couple","10"
"455601","high school","white","female","67.4995","2","disabled","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","60","republican","bachelor's degree or higher","45","45","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","15","still together","60","different sex couple","0"
"494215","some college","white","female","79.9995","4 or more","not working","republican","none","not married","male","white","none","24","other","bachelor's degree or higher","18","18","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","2","still together","21","different sex couple","3"
"571671","high school","white","male","22.4995","2","working - self-employed","democrat","pentecostal","married","female","white","pentecostal","58","other","less than high school","32","32","i earned more","no","no","no","no","no","no","no","no","yes","excellent","35","still together","67","different sex couple","9"
"580281","bachelor's degree or higher","white","female","79.9995","2","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","27","other","bachelor's degree or higher","16","17","partner earned more","no","yes","no","no","no","no","no","no","no","excellent","11","still together","28","different sex couple","1"
