Id;AgeId;EducationId;RaceId;GenderId;IncomeId;Children;EmploymentId;American;Indian;Chinese;Filipino;Japanese;Korean;Vietnamese;Asian;Hawaiian;Guamanian;Samoan;PacificIslander;OtherRace;PoliticsId;ReligionId;Marriage;Lover;GenderPart;SameGender;RacePart;ReligionPart;AgePart;PoliticsPart;EducationPart;AmountMarriageId;AmountMarriageId2;AgeFirstMeet;AgeRomRel;AgeMar;EarnedMore;Work;School;Church;Internet;Vacation;Bar;Gym;PrivParty;OtherPlace;Quality;Duration;Together;AGeId;SameSex;age_difference;samesexnum;earnedmorenum;raceidnum;racepartnum;religionidnum;educationpartnum;educatidnum
1134571;45-59;bachelor's degree or higher;white;female;$85,000 to $99,999;2;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;same_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);56;democrat;bachelor's degree;1;NA;19;19;21;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;38;still together;57;same-sex couple;6;0;1;1;1;2;3;3
1135451;45-59;bachelor's degree or higher;white;male;$25,000 to $29,999;4 or more;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;opposite_sex;white;christian;32;independent;hs graduate or ged;1;NA;32;32;33;same amount;no;no;no;no;no;no;no;no;yes;good;13;still together;45;different sex couple;6;1;2;1;1;1;3;3
1136341;30-44;some college;white;male;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;39;independent;master's degree;1;NA;28;28;32;same amount;no;no;no;no;no;no;no;yes;no;excellent;6;still together;34;different sex couple;;1;2;1;1;1;3;2
1137461;45-59;less than high school;white;female;$25,000 to $29,999;2;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;white;pentecostal;53;democrat;9th grade;2;NA;22;22;23;partner earned more;no;no;no;no;no;no;no;no;yes;good;24;still together;46;different sex couple;;1;1;1;1;1;1;0
1138226;18-29;some college;white;female;$60,000 to $74,999;3;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;none;married;NA;male;NA;white;none;23;independent;hs graduate or ged;1;NA;19;19;21;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;4;still together;22;different sex couple;2;1;1;1;1;3;3;2
1140623;60+;less than high school;hispanic;female;$35,000 to $39,999;2;disabled;no;no;no;no;no;no;no;no;no;no;no;no;yes;republican;none;not married;have_sex;male;NA;white;none;58;no preference;some college, no degree;NA;twice;59;59;NA;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;4;still together;62;different sex couple;15;1;1;2;1;3;2;0
1145473;45-59;some college;white;female;$12,500 to $14,999;2;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;opposite_sex;white;christian;46;republican;some college, no degree;NA;once;45;46;NA;partner earned more;no;yes;no;no;no;no;no;no;no;good;4;still together;47;different sex couple;9;1;1;1;1;1;2;2
1146742;60+;high school;white;female;$20,000 to $24,999;3;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;no_sex;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);75;no preference;hs graduate or ged;NA;twice;14;74;NA;i earned more;no;yes;no;no;no;no;no;no;no;good;2;still together;74;different sex couple;;1;3;1;1;2;3;1
1148571;45-59;some college;white;male;$75,000 to $84,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;50;democrat;bachelor's degree;1;NA;45;45;47;i earned more;no;no;no;no;no;no;no;no;yes;fair;12;still together;57;different sex couple;0;1;3;1;1;1;3;2
1149591;45-59;bachelor's degree or higher;white;female;$85,000 to $99,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);60;democrat;some college, no degree;1;NA;15;15;20;same amount;no;no;no;no;no;no;no;no;yes;fair;44;still together;59;different sex couple;4;1;2;1;1;2;2;3
1152556;45-59;some college;white;female;$85,000 to $99,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;opposite_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);59;independent;bachelor's degree;NA;twice;27;27;NA;i earned more;no;no;no;no;yes;no;no;no;no;excellent;28;still together;55;different sex couple;;1;3;1;1;2;3;2
1153741;60+;less than high school;white;female;$15,000 to $19,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;male;NA;white;baptist - any denomination;76;republican;hs graduate or ged;1;NA;18;19;21;same amount;no;no;yes;no;no;no;no;no;no;excellent;55;still together;74;different sex couple;1;1;2;1;1;5;3;0
1154421;30-44;high school;white;female;$150,000 to $174,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;opposite_sex;white;none;41;democrat;11th grade;3;NA;26;26;32;i earned more;no;no;no;no;no;yes;no;no;no;excellent;16;still together;42;different sex couple;2;1;3;1;1;3;1;1
1155496;45-59;bachelor's degree or higher;2+ races;female;$125,000 to $149,999;1;working - as a paid employee;yes;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;not married;have_sex;female;opposite_sex;white;christian;50;republican;hs graduate or ged;NA;never married;20;21;NA;i earned more;no;yes;no;no;no;yes;no;no;yes;good;28;still together;49;different sex couple;;1;3;4;1;1;3;3
1157671;60+;some college;white;female;$85,000 to $99,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);64;republican;associate degree;1;NA;25;25;26;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;42;still together;67;different sex couple;4;1;1;1;1;2;3;2
1160731;60+;less than high school;white;male;$25,000 to $29,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;female;NA;white;baptist - any denomination;77;independent;hs graduate or ged;1;NA;17;18;18;i earned more;no;no;no;no;no;no;no;no;yes;excellent;55;still together;73;different sex couple;;1;3;1;1;5;3;0
1162493;45-59;bachelor's degree or higher;white;male;$50,000 to $59,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;female;NA;white;christian;52;democrat;professional or doctorate degree;NA;once;44;45;NA;partner earned more;yes;no;no;no;no;no;no;no;no;good;4;broke up;49;different sex couple;;1;1;1;1;3;3;3
1163761;60+;some college;white;male;$35,000 to $39,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;christian;76;republican;hs graduate or ged;1;NA;10;17;19;i earned more;no;no;no;no;no;no;no;no;yes;good;59;still together;76;different sex couple;8;1;3;1;1;2;3;2
1166341;30-44;bachelor's degree or higher;white;male;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;christian;31;republican;master's degree;1;NA;21;21;25;i earned more;yes;no;no;no;no;no;no;no;no;excellent;13;still together;34;different sex couple;;1;3;1;1;2;3;3
1170601;60+;some college;white;female;$25,000 to $29,999;2;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;NA;white;christian;63;no preference;some college, no degree;2;NA;47;47;57;partner earned more;no;no;no;no;no;no;no;no;yes;fair;13;still together;60;different sex couple;2;1;1;1;1;3;2;2
1173661;60+;some college;white;male;$25,000 to $29,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;57;democrat;some college, no degree;2;NA;56;56;56;same amount;no;no;no;no;no;no;no;no;yes;excellent;10;still together;66;different sex couple;6;1;2;1;1;1;2;2
1177285;18-29;bachelor's degree or higher;white;female;$12,500 to $14,999;1;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;NA;white;christian;39;independent;9th grade;NA;never married;27;28;NA;same amount;no;no;no;no;no;no;no;no;yes;excellent;0;still together;28;different sex couple;;1;2;1;1;1;1;3
1179591;45-59;high school;white;female;$60,000 to $74,999;2;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;christian;64;republican;hs graduate or ged;1;NA;15;15;18;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;44;still together;59;different sex couple;9;1;1;1;1;1;3;1
1180271;18-29;some college;white;female;$175,000 or more;4 or more;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;none;married;NA;male;NA;white;none;28;independent;some college, no degree;1;NA;16;16;17;i earned more;no;no;no;no;no;no;no;no;yes;fair;11;still together;27;different sex couple;10;1;3;1;1;3;2;2
1181656;60+;less than high school;white;female;$20,000 to $24,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);64;independent;hs graduate or ged;NA;three times;52;52;NA;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;13;still together;65;different sex couple;;1;1;1;1;1;3;0
1183831;60+;less than high school;white;female;$50,000 to $59,999;3;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;christian;81;independent;some college, no degree;1;NA;18;18;18;same amount;no;no;no;no;no;no;no;no;yes;excellent;65;still together;83;different sex couple;3;1;2;1;1;1;2;0
1184501;45-59;bachelor's degree or higher;white;male;$100,000 to $124,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;opposite_sex;white;christian;48;independent;bachelor's degree;1;NA;14;18;23;partner earned more;no;no;no;no;no;no;no;yes;no;good;32;still together;50;different sex couple;11;1;1;1;1;1;3;3
1185644;60+;high school;2+ races;male;$15,000 to $19,999;1;retired;yes;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;female;NA;white;baptist - any denomination;65;independent;some college, no degree;1;NA;42;42;43;partner earned more;no;no;no;no;no;yes;no;no;no;excellent;22;still together;64;different sex couple;18;1;1;4;1;5;2;1
1187235;18-29;bachelor's degree or higher;white;female;$75,000 to $84,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;NA;black or african american;baptist - any denomination;24;no preference;hs graduate or ged;NA;never married;21;21;NA;same amount;no;no;no;no;no;no;no;no;yes;excellent;2;still together;23;different sex couple;;1;2;1;3;1;3;3
1188821;60+;less than high school;white;male;$12,500 to $14,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;female;NA;white;baptist - any denomination;82;republican;12th grade no diploma;2;NA;21;21;22;i earned more;no;no;no;no;no;yes;no;no;no;fair;61;still together;82;different sex couple;6;1;3;1;1;5;2;0
1189486;45-59;bachelor's degree or higher;white;male;$75,000 to $84,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;same_sex;white;none;46;independent;bachelor's degree;NA;never married;28;28;NA;partner earned more;no;no;no;no;no;no;no;yes;no;good;20;still together;48;same-sex couple;2;0;1;1;1;2;3;3
1198411;30-44;some college;white;male;$60,000 to $74,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;39;democrat;hs graduate or ged;1;NA;19;19;23;partner earned more;no;no;no;no;no;no;no;no;yes;fair;22;still together;41;different sex couple;4;1;1;1;1;1;3;2
1200626;60+;bachelor's degree or higher;white;male;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;same_sex;white;christian;73;democrat;master's degree;1;NA;48;48;58;same amount;no;no;no;no;no;no;no;no;yes;excellent;14;still together;62;same-sex couple;69;0;2;1;1;3;3;3
1202681;60+;some college;white;male;$12,500 to $14,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);64;republican;hs graduate or ged;1;NA;12;18;23;same amount;no;yes;yes;no;no;no;no;yes;yes;excellent;50;still together;68;different sex couple;5;1;2;1;1;1;3;2
1203431;30-44;bachelor's degree or higher;white;female;$175,000 or more;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;jewish;married;NA;male;NA;white;jewish;43;democrat;bachelor's degree;1;NA;23;23;26;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;20;still together;43;different sex couple;1;1;1;1;1;4;3;3
1204395;30-44;bachelor's degree or higher;white;male;$40,000 to $49,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;male;same_sex;other (please specify);none;29;democrat;associate degree;NA;never married;37;37;NA;partner earned more;no;no;no;yes;no;no;no;no;no;good;2;still together;39;same-sex couple;1;0;1;1;5;3;3;3
1206512;45-59;high school;white;male;$35,000 to $39,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;female;NA;white;christian;54;democrat;some college, no degree;NA;twice;24;24;NA;partner earned more;no;no;no;no;no;yes;no;no;no;good;27;broke up;51;different sex couple;;1;1;1;1;1;2;1
1208205;18-29;high school;hispanic;male;$30,000 to $34,999;2;not working;no;no;no;no;no;no;no;no;no;no;no;no;yes;democrat;christian;not married;have_sex;female;opposite_sex;asian or pacific islander;none;19;no preference;some college, no degree;NA;never married;18;18;NA;partner earned more;no;no;no;no;no;no;no;yes;no;excellent;0;still together;20;different sex couple;4;1;1;2;4;1;2;1
1209621;60+;some college;white;male;$35,000 to $39,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;female;opposite_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);63;no preference;associate degree;2;NA;34;34;35;i earned more;no;no;no;no;no;no;no;no;yes;excellent;28;still together;62;different sex couple;;1;3;1;1;3;3;2
1210536;45-59;bachelor's degree or higher;white;female;$125,000 to $149,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;female;same_sex;white;none;55;democrat;master's degree;NA;never married;49;49;NA;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;4;still together;53;same-sex couple;1;0;1;1;1;3;3;3
1213771;60+;some college;black;male;$35,000 to $39,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;black or african american;christian;73;democrat;hs graduate or ged;1;NA;27;27;28;i earned more;no;no;no;no;no;no;no;no;yes;excellent;50;still together;77;different sex couple;;1;3;3;3;1;3;2
1214546;45-59;some college;hispanic;male;$5,000 to $7,499;1;disabled;yes;no;no;no;no;no;no;no;no;no;no;no;no;republican;other non-christian, please specify:;not married;have_sex;female;NA;white;other non-christian, please specify;39;no preference;bachelor's degree;NA;once;50;51;NA;i earned more;no;no;no;no;no;no;no;no;yes;good;4;still together;54;different sex couple;5;1;3;2;1;6;3;2
1216365;30-44;high school;black;male;$25,000 to $29,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;female;NA;black or african american;none;29;independent;bachelor's degree;NA;never married;24;24;NA;i earned more;no;no;no;no;no;no;no;no;yes;good;12;still together;36;different sex couple;1;1;3;3;3;3;3;1
1217341;30-44;some college;white;male;$20,000 to $24,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);32;no preference;some college, no degree;1;NA;21;24;25;i earned more;no;no;no;no;no;no;no;no;yes;fair;10;still together;34;different sex couple;4;1;3;1;1;2;2;2
1219921;60+;high school;white;male;$25,000 to $29,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);92;independent;hs graduate or ged;1;NA;22;22;23;i earned more;yes;no;no;no;no;no;no;no;no;excellent;70;still together;92;different sex couple;;1;3;1;1;2;3;1
1220631;60+;bachelor's degree or higher;other;female;$50,000 to $59,999;2;working - as a paid employee;no;no;no;no;yes;no;no;no;no;no;no;no;no;republican;buddhist;married;NA;male;NA;asian or pacific islander;buddhist;70;independent;bachelor's degree;1;NA;34;34;34;partner earned more;no;no;no;no;no;no;no;yes;no;excellent;29;still together;63;different sex couple;1;1;1;5;4;9;3;3
1222671;60+;bachelor's degree or higher;white;male;$60,000 to $74,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;64;democrat;some college, no degree;1;NA;18;18;22;i earned more;no;no;no;no;no;no;no;yes;no;good;49;still together;67;different sex couple;1;1;3;1;1;1;2;3
1223621;60+;high school;hispanic;male;$30,000 to $34,999;1;retired;no;no;no;no;no;no;no;no;no;no;no;yes;no;republican;baptist;married;NA;female;NA;asian or pacific islander;baptist - any denomination;58;republican;some college, no degree;3;NA;31;31;31;i earned more;no;no;no;no;no;no;no;no;yes;excellent;31;still together;62;different sex couple;;1;3;2;4;5;2;1
1225585;45-59;bachelor's degree or higher;white;male;$100,000 to $124,999;1;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;male;same_sex;white;none;52;democrat;bachelor's degree;NA;never married;58;58;NA;same amount;no;no;no;no;no;no;no;no;yes;excellent;0;broke up;58;same-sex couple;0;0;2;1;1;3;3;3
1226651;60+;bachelor's degree or higher;white;female;$125,000 to $149,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;opposite_sex;white;none;70;democrat;master's degree;1;NA;22;22;23;partner earned more;no;yes;no;no;no;no;no;no;no;good;43;still together;65;different sex couple;5;1;1;1;1;3;3;3
1228415;30-44;bachelor's degree or higher;white;male;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;same_sex;white;muslim;32;democrat;master's degree;NA;never married;38;41;NA;i earned more;no;no;no;no;no;no;yes;no;no;excellent;0;broke up;41;same-sex couple;0;0;3;1;1;1;3;3
1232501;45-59;high school;white;male;$75,000 to $84,999;4 or more;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);47;no preference;hs graduate or ged;1;NA;21;21;21;partner earned more;no;no;no;no;no;no;no;no;yes;good;29;still together;50;different sex couple;;1;1;1;1;1;3;1
1233501;45-59;high school;white;male;$75,000 to $84,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);47;democrat;hs graduate or ged;1;NA;16;16;17;i earned more;no;yes;no;no;no;no;no;no;no;excellent;34;still together;50;different sex couple;5;1;3;1;1;2;3;1
1234331;30-44;high school;white;female;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;other;baptist;married;NA;male;NA;white;none;41;no preference;hs graduate or ged;1;NA;18;18;22;same amount;yes;no;no;no;no;no;no;no;no;good;15;still together;33;different sex couple;8;1;2;1;1;5;3;1
1235316;30-44;less than high school;white;male;$15,000 to $19,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;male;same_sex;white;none;30;democrat;hs graduate or ged;NA;never married;19;19;NA;i earned more;yes;no;no;no;no;no;no;no;no;good;12;still together;31;same-sex couple;2;0;3;1;1;3;3;0
1240456;45-59;some college;white;male;$40,000 to $49,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;same_sex;white;christian;57;democrat;hs graduate or ged;NA;never married;35;35;NA;i earned more;no;no;no;no;no;no;no;no;yes;good;10;still together;45;same-sex couple;0;0;3;1;1;1;3;2
1241521;45-59;bachelor's degree or higher;other;female;$75,000 to $84,999;1;not working;no;no;no;yes;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);53;republican;professional or doctorate degree;1;NA;22;23;23;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;29;still together;52;different sex couple;3;1;1;5;1;2;3;3
1243681;60+;high school;white;female;$40,000 to $49,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);71;independent;associate degree;1;NA;17;18;22;same amount;no;no;no;no;no;no;no;no;yes;excellent;50;still together;68;different sex couple;14;1;2;1;1;2;3;1
1249671;60+;less than high school;white;male;$40,000 to $49,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;66;democrat;hs graduate or ged;1;NA;20;20;21;i earned more;yes;no;no;no;no;no;no;no;no;excellent;47;still together;67;different sex couple;1;1;3;1;1;1;3;0
1250456;45-59;bachelor's degree or higher;white;male;$100,000 to $124,999;2;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;same_sex;white;christian;40;democrat;associate degree;NA;never married;42;42;NA;i earned more;no;no;no;no;no;no;no;no;yes;excellent;2;still together;45;same-sex couple;18;0;3;1;1;2;3;3
1252476;45-59;bachelor's degree or higher;hispanic;male;$75,000 to $84,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;yes;democrat;christian;not married;have_sex;male;same_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);38;democrat;master's degree;NA;never married;41;41;NA;same amount;no;no;no;no;no;no;no;no;yes;excellent;6;still together;47;same-sex couple;;0;2;2;1;1;3;3
1253471;45-59;high school;black;male;$125,000 to $149,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;other (please specify);christian;43;democrat;associate degree;1;NA;42;42;42;i earned more;yes;no;no;no;no;no;no;no;no;excellent;5;still together;47;different sex couple;0;1;3;3;5;1;3;1
1255801;60+;less than high school;white;male;$20,000 to $24,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);80;republican;associate degree;1;NA;20;20;22;i earned more;no;no;no;no;no;no;no;no;yes;excellent;60;still together;80;different sex couple;14;1;3;1;1;2;3;0
1257371;30-44;bachelor's degree or higher;white;male;$75,000 to $84,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;NA;white;christian;35;republican;associate degree;1;NA;21;21;23;i earned more;no;no;yes;no;no;no;no;no;no;excellent;16;still together;37;different sex couple;12;1;3;1;1;1;3;3
1258751;60+;high school;white;male;$25,000 to $29,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);73;democrat;bachelor's degree;1;NA;21;21;23;i earned more;no;no;no;no;no;no;no;no;yes;excellent;54;still together;75;different sex couple;;1;3;1;1;2;3;1
1260536;45-59;bachelor's degree or higher;white;female;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;female;same_sex;white;christian;47;democrat;bachelor's degree;NA;twice;38;39;NA;i earned more;yes;no;no;no;no;no;no;no;no;excellent;14;still together;53;same-sex couple;4;0;3;1;1;3;3;3
1261401;30-44;high school;white;male;$50,000 to $59,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;none;married;NA;female;NA;white;christian;36;republican;hs graduate or ged;1;NA;25;25;31;i earned more;no;no;no;no;no;yes;no;yes;no;excellent;15;still together;40;different sex couple;;1;3;1;1;3;3;1
1262421;30-44;high school;2+ races;female;$60,000 to $74,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;christian;39;republican;associate degree;2;NA;34;34;35;partner earned more;no;no;no;no;no;no;no;no;yes;good;8;still together;42;different sex couple;9;1;1;4;1;1;3;1
1263261;18-29;bachelor's degree or higher;white;female;$20,000 to $24,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;other (please specify);christian;24;democrat;some college, no degree;2;NA;23;24;26;same amount;yes;no;no;no;no;no;no;no;no;excellent;4;still together;26;different sex couple;5;1;2;1;5;1;2;3
1266516;45-59;bachelor's degree or higher;white;female;$50,000 to $59,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;jewish;not married;have_sex;female;same_sex;white;christian;52;independent;some college, no degree;NA;never married;34;34;NA;i earned more;no;no;no;no;no;no;yes;no;no;good;17;broke up;51;same-sex couple;;0;3;1;1;4;2;3
1267401;30-44;some college;white;male;$60,000 to $74,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;baptist - any denomination;39;republican;hs graduate or ged;1;NA;17;18;19;i earned more;no;yes;no;no;no;no;no;no;no;excellent;22;still together;40;different sex couple;;1;3;1;1;2;3;2
1269411;30-44;bachelor's degree or higher;white;female;$100,000 to $124,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;opposite_sex;white;none;45;independent;hs graduate or ged;2;NA;31;31;34;partner earned more;no;no;no;no;no;no;yes;no;no;excellent;10;still together;41;different sex couple;3;1;1;1;1;3;3;3
1270636;60+;bachelor's degree or higher;white;female;$175,000 or more;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;jewish;married;NA;female;same_sex;white;jewish;62;democrat;professional or doctorate degree;2;NA;23;27;63;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;36;still together;63;same-sex couple;2;0;1;1;1;4;3;3
1271456;45-59;bachelor's degree or higher;white;male;$100,000 to $124,999;2;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;jewish;not married;have_sex;male;same_sex;white;christian;42;democrat;master's degree;NA;never married;30;30;NA;same amount;no;no;no;no;no;yes;no;no;no;good;15;still together;45;same-sex couple;;0;2;1;1;4;3;3
1273236;18-29;some college;white;female;$20,000 to $24,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;buddhist;not married;have_sex;male;opposite_sex;white;none;38;democrat;bachelor's degree;NA;never married;16;20;NA;partner earned more;yes;no;no;no;no;no;no;no;yes;excellent;4;still together;23;different sex couple;;1;1;1;1;9;3;2
